name,description,price,currency,iso_image
HEELED KNEE HIGH BOOTS,"Over the knee leather boots with block heels. Pointed toe. 

Heel height: 3.9 inches (10 cm)",169.0,USD,8af4581c-b40d-4c09-a158-6ca73b067ccb
LEATHER BIKER CLOGS,"Open back leather clogs. Buckled strap detail. Block heels. 

Heel height: 2.4 inches (6 cm)",109.0,USD,c3bed27f-27f8-4ada-9f1b-3d2e0a98f7f3
FLORAL SANDALS,"Heeled sandals. Beaded flower shaped detail. Thin strap at front. Thin heel. Buckled ankle strap closure.

Heel height: 3.9 inches (10 cm)",109.0,USD,25e9883f-1003-4129-a161-a0393c751416
ATHLETIC SNEAKERS,"Casual athletic sneakers. Rhinestone details at laces. Lace-up closure.

Sole height: 0.8 inches (2 cm)",49.9,USD,3a38ffcc-726b-4ea1-ab0c-c9fccda74b28
RHINESTONE FLAT SANDALS,"Flat sandals. Front straps with rhinestone detail. Rounded toe.

Sole height: 0.4 inches (1 cm)",69.9,USD,61f94e32-230f-4f3c-a23c-e6dd85bba4ed
MIXED LEATHER ATHLETIC SNEAKERS,"Leather athletic sneakers. Combination of colors and materials. Lace-up closure. 

Sole height: 0.8 inches (2 cm)",69.9,USD,c2196559-ca81-43fb-92a5-5672d0d886da
HEELED LEATHER ANKLE BOOTS,"Heeled leather ankle boots. Central seam detail. Pointed toe. 

Heel height: 3.1 inches (8 cm)",129.0,USD,6fdd1174-1f6f-470d-80ca-f54b4b4eb3bf
SOFT LEATHER BALLET FLATS,"Ballet flats in soft leather. Front metal trim. Rounded toe. 

Sole height: 0.4 inches (1 cm)",89.9,USD,70c2ddd3-80f6-4b50-9fcc-054cd5d0abf3
LEATHER CRISSCROSS CAGE SANDALS,"Flat leather cage sandals. Interwoven straps. Rounded toe. Back strap with buckle closure. 

Sole height: 1.2 inches (3 cm)",89.9,USD,519204ae-1755-447d-a0d4-198bb61584cd
HIGH HEELED LACE UP MULES,"Fabric mules. Front laces. Pointed toe. 

Heel height: 3.1 inches (8 cm)",59.9,USD,0b4b5be1-5616-4be0-8a7c-a94f5bdfa30e
LEATHER GAITER SANDALS,"Heeled leather sandals. Knee high boot style gaiters with buckle detail. 

Heel height: 3.1 inches (8 cm)",159.0,USD,a2b66efd-5fc1-4155-995e-f7a92cd68a5a
ANIMAL PRINT BLOCK HEEL CLOGS,"Clogs with block heel and animal print. Pointed toe. 

Heel height: 3.1 inches (8 cm)",69.9,USD,995ad020-560e-441e-a803-79481a0f0bc8
SATIN EFFECT ATHLETIC FLATS,"Ballet flat sneakers in satin effect fabric. Double adhesive strap closure. Back pull tab. 

Sole height: 0.4 inches (1 cm)",39.9,USD,7e0a6e05-3db7-4d93-a76e-d00509908e03
SATIN EFFECT ATHLETIC FLATS,"Ballet flat sneakers in satin effect fabric. Double adhesive strap closure. Back pull tab. 

Sole height: 0.4 inches (1 cm)",39.9,USD,0e2b6eba-0aa6-4c68-afcb-d5be9d306632
FLAT CROSSED LEATHER SANDALS,"Flat leather sandals with crossed straps at front.

Sole height: 0.4 inches (1 cm)",49.9,USD,7750aab9-d509-4700-9c41-07f6b37cbf5f
DERBY STYLE SNEAKERS,"Derby style sneakers. Seam detail. Back pull tab. Lace-up closure. 

Sole height: 0.4 inches (1 cm)",49.9,USD,8d2ff44c-3833-464f-9800-0870d350d116
QUILTED SNEAKERS,"Sneakers with quilted effect. Sole with raised detail. Adjustable pull tab at front. 

Sole height: 1.6 inches (4 cm) 

STARFIT®. Flexible technical sole made of polyurethane foam designed to offer increased comfort.",49.9,USD,5656ddfb-b967-47cd-b730-74851972bc20
METALLIC HEELED BOOTS,"Metallic effect heeled knee high boots. Block heels, zipper closure, pointed toe.

Heel height: 3.9 inches (10 cm)",49.99,USD,5e4f8a4b-89fd-4a6b-98b9-c307514b5d9b
ZIPPERED FABRIC ANKLE BOOTS,"Fabric ankle boots. Laces and zipper at side. Rubberized sole and toe cap. Back pull tab. Rounded toe. 

Sole height: 1.6 inches (4 cm)",49.99,USD,203a982b-4db3-4555-8187-4e18990ee165
CHELSEA BOOTS,"Chelsea ankle boots with distressed effect. Side elastic goring. Pull tabs. Lug soles. 

Sole height: 1.6 inches (4 cm)",39.99,USD,b900b1d0-3a09-486d-8671-7663b6b0116c
LEATHER BIKER BOOTS,"Flat biker ankle boots in leather. Buckled strap detail and metal trim. Rounded toe. 

Sole height: 1.6 inches (4 cm)",49.99,USD,95468f99-cb90-460e-a16b-24e75bf8b783
LOW HEEL BIKER ANKLE BOOTS,"Flat moto ankle boots. Buckle detail with straps and metal trim. Side pull tabs. Rounded toe. 

Sole height: 1.6 inches (4 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.99,USD,421f9e86-8b1c-461d-a03c-7651abd2a107
OPEN TOE FABRIC ANKLE BOOTS,"High heel fabric ankle boots. Fitted upper. Open toe. 

Heel height: 3.7 inches (9.5 cm)",35.99,USD,a4fdf305-c6ca-4e3c-9d98-67266fda814a
FLAT BUCKLED ANKLE BOOTS,"Basic flat ankle boot with buckle details. Rounded toe. 

Sole height: 1.6 inches (4 cm)",39.99,USD,102bf25b-24d7-4b5c-9d98-ab18a0764cf2
HEELED FABRIC BOOTS,"Heeled knee high boots in fabric. Thin heel. Pointed toe.

Heel height: 4.1 inches (10.5 cm)",49.99,USD,b0feebfb-bb6a-4b1e-ada8-ce04feabf35c
RHINESTONE STRAPPY FLAT SANDALS,"Flat sandals. Rhinestone details at straps. Round toe. Buckled ankle strap closure.

Sole height: 0.4 inches (1 cm)

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",12.99,USD,2bfbf951-54ab-4560-a0de-54cd0b23362c
